image_index,lime_fass
2,0.2754998803138733
15,0.26175060868263245
22,0.2788141369819641
23,0.25080227851867676
31,0.27626681327819824
36,0.27416688203811646
46,0.30920547246932983
48,0.28857189416885376
49,0.3049620985984802
50,0.2827303111553192
53,0.2759005129337311
54,0.30142468214035034
57,0.2664923667907715
70,0.2565644383430481
77,0.26555854082107544
93,0.29481300711631775
95,0.26804909110069275
100,0.23630575835704803
120,0.2872050702571869
127,0.3008820414543152
132,0.27154093980789185
133,0.2683163583278656
142,0.2758844494819641
151,0.310647189617157
152,0.2721116542816162
159,0.28232383728027344
162,0.25422513484954834
163,0.3141930103302002
172,0.2455693483352661
173,0.28324851393699646
177,0.26711755990982056
179,0.2515904903411865
189,0.24687346816062927
196,0.298582524061203
197,0.22893527150154114
198,0.2796003818511963
203,0.2574619948863983
213,0.26757368445396423
217,0.2741447687149048
218,0.2461330145597458
224,0.2982109785079956
227,0.2734360694885254
228,0.30242040753364563
231,0.28290855884552
232,0.2856433391571045
238,0.286067932844162
243,0.26992806792259216
247,0.26767677068710327
252,0.2670825719833374
254,0.25886115431785583
260,0.2820582985877991
262,0.27248749136924744
271,0.259807288646698
272,0.24319367110729218
286,0.2460525929927826
303,0.2911222577095032
309,0.3128533363342285
312,0.29696473479270935
317,0.25060003995895386
324,0.2637059688568115
328,0.2839841842651367
342,0.28242552280426025
346,0.2755812406539917
347,0.32149213552474976
348,0.26601654291152954
350,0.2943509519100189
359,0.30144762992858887
363,0.3142308294773102
366,0.25833213329315186
370,0.2822249233722687
372,0.3009953498840332
381,0.2659699022769928
387,0.2753733992576599
392,0.3083803355693817
393,0.2850542366504669
398,0.3116879165172577
409,0.25924432277679443
411,0.2862401008605957
413,0.297193706035614
414,0.29029303789138794
417,0.2213401049375534
420,0.2997467815876007
425,0.27385732531547546
429,0.2778897285461426
430,0.24509954452514648
443,0.26833707094192505
451,0.2991470992565155
456,0.2726721167564392
457,0.2528659403324127
459,0.2659658193588257
463,0.29105478525161743
470,0.26665130257606506
472,0.2559203803539276
479,0.2833274006843567
485,0.2966420352458954
494,0.24523453414440155
497,0.30340254306793213
509,0.23744569718837738
515,0.2309381067752838
528,0.2980342507362366
536,0.2921549379825592
539,0.25859689712524414
556,0.26911354064941406
557,0.25977784395217896
558,0.3161188066005707
559,0.25821810960769653
570,0.25689709186553955
571,0.26210638880729675
572,0.3138657212257385
575,0.253140926361084
591,0.3007638454437256
604,0.3189724385738373
623,0.23186463117599487
626,0.2634897232055664
628,0.2862348258495331
630,0.2591269910335541
639,0.31042519211769104
642,0.2595808207988739
656,0.2652948796749115
658,0.2812086343765259
670,0.32774266600608826
674,0.29680681228637695
677,0.3190257251262665
678,0.2668711841106415
685,0.28519007563591003
