image_index,lime_fass
2,0.2611501216888428
3,0.24293629825115204
7,0.2644575536251068
8,0.29455679655075073
19,0.285933256149292
39,0.2730022966861725
45,0.2554551362991333
51,0.2709374725818634
59,0.25792253017425537
71,0.26209479570388794
74,0.28774333000183105
78,0.27107545733451843
84,0.30324360728263855
86,0.29638954997062683
87,0.24246451258659363
88,0.24984745681285858
89,0.26883429288864136
91,0.27305954694747925
102,0.2810235619544983
104,0.260742723941803
116,0.2146543264389038
122,0.2819983959197998
126,0.2521725594997406
168,0.24859619140625
174,0.32321619987487793
180,0.2399548888206482
183,0.2637891173362732
186,0.25554680824279785
187,0.2599596083164215
192,0.2983018755912781
202,0.2282928079366684
211,0.23261068761348724
213,0.2868446111679077
234,0.29671281576156616
235,0.2990024983882904
237,0.2855861186981201
238,0.28980743885040283
246,0.26502615213394165
273,0.2856512665748596
290,0.2741067707538605
305,0.283302366733551
306,0.2932325005531311
317,0.2564569115638733
345,0.2603381872177124
380,0.26540911197662354
381,0.28158020973205566
390,0.2763204872608185
393,0.2774903178215027
397,0.2614276111125946
401,0.24984030425548553
407,0.2853558659553528
410,0.23084813356399536
424,0.2677432894706726
441,0.2467004507780075
442,0.2816218137741089
445,0.2590739130973816
448,0.20556709170341492
449,0.2825431525707245
453,0.26362907886505127
459,0.24955353140830994
466,0.2805982232093811
477,0.25880318880081177
482,0.3042939007282257
489,0.32044684886932373
496,0.2618781328201294
501,0.29511547088623047
504,0.25420743227005005
512,0.28574642539024353
517,0.2591802775859833
519,0.27367228269577026
522,0.25124263763427734
523,0.273118793964386
531,0.2848195731639862
537,0.2867807149887085
544,0.2669498026371002
551,0.3035385310649872
595,0.3265405297279358
609,0.2816345691680908
613,0.2697218656539917
624,0.28610140085220337
637,0.25333964824676514
651,0.22028879821300507
657,0.2111913561820984
669,0.2910292446613312
717,0.2530175745487213
726,0.27359962463378906
728,0.26748085021972656
729,0.26881715655326843
735,0.2665301561355591
741,0.2805953621864319
748,0.28222155570983887
755,0.26742494106292725
767,0.31521686911582947
770,0.21636241674423218
771,0.2848607897758484
775,0.25024306774139404
783,0.3252374827861786
792,0.26800984144210815
800,0.23589496314525604
830,0.246050164103508
831,0.2932293117046356
839,0.29895684123039246
845,0.26163744926452637
846,0.2668696939945221
860,0.2888953685760498
862,0.2721457779407501
864,0.24388127028942108
867,0.3167664408683777
869,0.2531304955482483
881,0.2612266540527344
884,0.27029430866241455
901,0.2584175765514374
944,0.2906636893749237
960,0.29279035329818726
965,0.276035875082016
966,0.27093368768692017
967,0.3246428966522217
969,0.31207895278930664
979,0.23261094093322754
983,0.23212561011314392
989,0.2764080762863159
996,0.26504796743392944
1001,0.26474422216415405
1012,0.25553834438323975
1021,0.2938673198223114
1025,0.26205193996429443
1035,0.25460076332092285
1037,0.2811669111251831
1042,0.30145689845085144
1044,0.27049803733825684
1047,0.2747807204723358
1048,0.2397945374250412
1062,0.24700842797756195
1073,0.23796133697032928
1077,0.28617972135543823
1078,0.2823822498321533
1081,0.2543949782848358
1089,0.2853555381298065
1090,0.25084736943244934
1093,0.28832122683525085
1096,0.24985814094543457
1097,0.2678057551383972
1110,0.2676072120666504
1111,0.3035750985145569
1114,0.2656693458557129
1116,0.2934754192829132
1142,0.30030179023742676
1151,0.29498952627182007
1158,0.2617332339286804
1163,0.2778114080429077
1165,0.24706797301769257
1169,0.279641717672348
1171,0.262365460395813
1180,0.2930968999862671
1182,0.24548295140266418
1187,0.2519415020942688
1199,0.3239317834377289
1200,0.2696601152420044
1206,0.27346715331077576
1214,0.2535601854324341
1232,0.2726472020149231
1246,0.30748307704925537
1250,0.24303925037384033
1254,0.2736093997955322
1262,0.39680689573287964
1271,0.2626870274543762
1275,0.24893218278884888
1280,0.2663991451263428
1296,0.2464127540588379
1304,0.27492186427116394
1307,0.26989349722862244
1312,0.27274543046951294
1325,0.23837220668792725
1331,0.25467178225517273
1342,0.2748468518257141
1361,0.2893437147140503
1391,0.3119851052761078
1405,0.27878066897392273
1421,0.273925244808197
1422,0.2660706043243408
1435,0.310097873210907
1458,0.27426254749298096
1466,0.27214381098747253
1490,0.29128023982048035
1497,0.2870476543903351
1508,0.2732868194580078
1512,0.2665662467479706
1519,0.28764820098876953
1525,0.24366220831871033
1536,0.2808392643928528
1553,0.2865537405014038
1555,0.30860641598701477
