image_index,ig_fass,shap_fass,gradcam_fass
9985,0.5737804174423218,0.5081323981285095,0.2622849941253662
9986,0.5800543427467346,0.5451762080192566,0.8878122568130493
9987,0.6148073673248291,0.5829869508743286,0.962723433971405
9990,0.5694877505302429,0.6057601571083069,0.8766056895256042
9992,0.8087593913078308,0.6515584588050842,0.9666711091995239
9993,0.6182953119277954,0.5282003283500671,0.5708279609680176
9994,0.6544671058654785,0.5349321961402893,0.9877004027366638
9995,0.691254734992981,0.680928647518158,0.6595152020454407
9997,0.5848367810249329,0.5436275005340576,0.9933521151542664
9998,0.7275606989860535,0.5672794580459595,0.19254004955291748
9999,0.7232164740562439,0.7218317985534668,0.583694338798523
