image_index,ig_fass,shap_fass,gradcam_fass
1,0.42045485973358154,0.42328065633773804,0.7464687824249268
2,0.46243947744369507,0.4476775527000427,0.5652754306793213
4,0.4239532947540283,0.42425355315208435,0.6408769488334656
7,0.4474450945854187,0.43897438049316406,0.6139813661575317
9,0.44040191173553467,0.4410516619682312,0.5761923789978027
10,0.4558529555797577,0.46966394782066345,0.5761263966560364
11,0.4570545554161072,0.467085063457489,0.8099226355552673
12,0.4267885684967041,0.44970816373825073,0.5104118585586548
13,0.3790508210659027,0.35920676589012146,0.6877129077911377
15,0.3952544629573822,0.4110910892486572,0.7801733016967773
17,0.4642025828361511,0.4570501446723938,0.6470048427581787
18,0.43880218267440796,0.46030673384666443,0.8291160464286804
20,0.4627833366394043,0.4642413854598999,0.6775025129318237
21,0.434295654296875,0.4356006979942322,0.5540540218353271
23,0.47034189105033875,0.47252005338668823,0.6153343915939331
25,0.43414372205734253,0.4280991554260254,0.785512387752533
27,0.436826229095459,0.45601266622543335,0.787006139755249
28,0.4628946781158447,0.46759313344955444,0.7747080326080322
30,0.4473917484283447,0.4358009099960327,0.7947924137115479
32,0.4270513653755188,0.4323481321334839,0.6078603267669678
34,0.4401012361049652,0.43668779730796814,0.723436713218689
35,0.4621313810348511,0.43420594930648804,0.9051050543785095
38,0.3870764374732971,0.3899413049221039,0.7263244390487671
39,0.44831663370132446,0.4529873728752136,0.5533456802368164
41,0.4662686586380005,0.4590643346309662,0.7601755857467651
43,0.38048025965690613,0.36099502444267273,0.6090222597122192
49,0.4273640513420105,0.41775429248809814,0.6084684729576111
50,0.4508892297744751,0.43682217597961426,0.6199564933776855
52,0.39360368251800537,0.39611777663230896,0.7835966944694519
54,0.4604211449623108,0.4392580986022949,0.7461066246032715
55,0.44135576486587524,0.451932430267334,0.6828624606132507
59,0.4455417990684509,0.4512239098548889,0.8810752630233765
61,0.3840354084968567,0.3994893431663513,0.6164683699607849
62,0.4115084111690521,0.4279746413230896,0.7258664965629578
64,0.47624263167381287,0.4831969439983368,0.7699059247970581
65,0.4703912138938904,0.46287915110588074,0.8801630735397339
66,0.4726804196834564,0.481138676404953,0.5790488123893738
68,0.47788161039352417,0.45497584342956543,0.663437008857727
71,0.4652303159236908,0.46336400508880615,0.6038964986801147
73,0.4213427007198334,0.4116020202636719,0.6627601981163025
74,0.4529060125350952,0.4495512843132019,0.7640339136123657
75,0.38826483488082886,0.38584479689598083,0.6404435634613037
76,0.44108444452285767,0.43808457255363464,0.6189239025115967
78,0.4242660403251648,0.4221329689025879,0.6122123599052429
79,0.4693046808242798,0.47838911414146423,0.7428366541862488
81,0.47619733214378357,0.4637393355369568,0.6181669235229492
83,0.47674664855003357,0.48866507411003113,0.674128532409668
84,0.4383372664451599,0.4463890790939331,0.4980674982070923
86,0.4652787148952484,0.4556865096092224,0.7441174983978271
87,0.46911412477493286,0.46836405992507935,0.7837327718734741
89,0.47590550780296326,0.4806874394416809,0.5975735187530518
91,0.4348217844963074,0.44385477900505066,0.587897539138794
92,0.47277408838272095,0.44822752475738525,0.5679298639297485
93,0.47732704877853394,0.47205838561058044,0.6365424990653992
96,0.47746026515960693,0.4710841178894043,0.7251922488212585
98,0.46826422214508057,0.47627708315849304,0.6843217611312866
100,0.47470927238464355,0.4762396812438965,0.7012988924980164
101,0.46725234389305115,0.4747713506221771,0.5969614386558533
102,0.4582826793193817,0.45104992389678955,0.8439362049102783
104,0.4791485071182251,0.4794110655784607,0.5648844242095947
106,0.4803040027618408,0.4761030375957489,0.5386775732040405
109,0.4725802540779114,0.48738372325897217,0.562825083732605
111,0.47383934259414673,0.47347038984298706,0.621475100517273
112,0.4659355878829956,0.4533233046531677,0.6105167269706726
113,0.4418136477470398,0.4428724944591522,0.572597861289978
116,0.4580879211425781,0.4535204768180847,0.6005549430847168
119,0.47302842140197754,0.48287826776504517,0.6044859886169434
123,0.4532341957092285,0.4496581554412842,0.6203691959381104
124,0.47029387950897217,0.47661054134368896,0.5952858924865723
125,0.4817522466182709,0.48614558577537537,0.8689311742782593
127,0.4742000997066498,0.4737057089805603,0.6379677057266235
128,0.45025086402893066,0.4516083896160126,0.7384432554244995
129,0.4731241464614868,0.48507779836654663,0.6363179683685303
132,0.4526452422142029,0.4631271958351135,0.7634207606315613
133,0.4239846467971802,0.4383300244808197,0.5240949392318726
135,0.43054914474487305,0.44708678126335144,0.8830870389938354
140,0.469147652387619,0.464697003364563,0.6279622316360474
144,0.44569942355155945,0.47004127502441406,0.6932327151298523
146,0.4442949891090393,0.4499945342540741,0.8484174609184265
147,0.4346216320991516,0.4342716932296753,0.6236233711242676
148,0.47703099250793457,0.4754767119884491,0.9087823629379272
