image_index,lime_fass
0,0.5059658885002136
2,0.5102314352989197
6,0.5315285921096802
15,0.4958737790584564
18,0.5797582864761353
20,0.534536600112915
24,0.4745672643184662
25,0.4660414457321167
26,0.4873637557029724
27,0.512523353099823
28,0.6897979974746704
29,0.4747319221496582
30,0.49798721075057983
31,0.5407405495643616
32,0.49173104763031006
34,0.4316263198852539
37,0.492062509059906
38,0.448955774307251
39,0.499794065952301
42,0.547205924987793
45,0.4280634820461273
46,0.5099038481712341
48,0.4885440766811371
50,0.5560358762741089
51,0.536461353302002
53,0.4514109790325165
54,0.44393885135650635
59,0.5218711495399475
60,0.4701908528804779
61,0.46984177827835083
62,0.45401903986930847
63,0.4733951985836029
64,0.46855372190475464
68,0.49658069014549255
71,0.4642460346221924
73,0.5055672526359558
74,0.43342384696006775
75,0.7301419973373413
78,0.44890397787094116
79,0.4850580096244812
80,0.467546671628952
85,0.48718127608299255
87,0.5159810185432434
88,0.4978174567222595
90,0.5173907279968262
96,0.582252025604248
99,0.5482437014579773
103,0.4977133870124817
104,0.48350095748901367
105,0.5130209922790527
106,0.4865911900997162
107,0.4491632878780365
112,0.4006211757659912
114,0.4652136266231537
115,0.7265218496322632
118,0.8071674704551697
124,0.4663251042366028
125,0.47176021337509155
128,0.701443076133728
130,0.5603293180465698
133,0.4280514419078827
134,0.42080020904541016
139,0.6481147408485413
140,0.43285199999809265
146,0.3861640393733978
148,0.6927803754806519
151,0.4151690602302551
155,0.46155187487602234
158,0.4986909329891205
161,0.4420427680015564
162,0.4241144061088562
164,0.44740182161331177
166,0.5057520866394043
169,0.6263353824615479
174,0.4461241662502289
177,0.3663218021392822
179,0.7365517616271973
180,0.44054025411605835
182,0.45737895369529724
183,0.4205482006072998
187,0.45671236515045166
190,0.44179803133010864
191,0.5167605876922607
200,0.47648605704307556
203,0.5125775337219238
204,0.41302579641342163
206,0.4423069953918457
208,0.5102435350418091
209,0.5237874984741211
210,0.4842740297317505
215,0.4650996923446655
216,0.4856310784816742
217,0.46545299887657166
218,0.802165687084198
219,0.4203770160675049
222,0.5108352303504944
224,0.44909828901290894
227,0.447998970746994
228,0.4731754660606384
229,0.4858798384666443
242,0.4676719605922699
245,0.6233493089675903
247,0.4605991244316101
248,0.5177951455116272
249,0.5070856213569641
252,0.5156641006469727
254,0.5506536364555359
259,0.5438799858093262
261,0.49053654074668884
266,0.43310546875
269,0.4950231909751892
273,0.4999982714653015
277,0.5190721750259399
281,0.544689416885376
283,0.5079749822616577
284,0.5088034868240356
285,0.4836072325706482
286,0.43143147230148315
287,0.45601367950439453
291,0.4992868900299072
299,0.4933870732784271
300,0.47403979301452637
301,0.5194783210754395
305,0.608734667301178
306,0.47280222177505493
307,0.4352337718009949
308,0.45587190985679626
