image_index,lime_fass
4,0.5159226059913635
17,0.3695654273033142
20,0.3732476830482483
21,0.2938295006752014
26,0.3532434403896332
30,0.36223626136779785
31,0.42392730712890625
35,0.401378870010376
39,0.35727953910827637
41,0.32633697986602783
49,0.3495405912399292
68,0.4821597933769226
70,0.3956170976161957
72,0.43553444743156433
76,0.39448413252830505
79,0.43719714879989624
83,0.46324285864830017
92,0.4286179542541504
93,0.44054946303367615
96,0.3594273030757904
97,0.43326473236083984
104,0.45850667357444763
105,0.46090632677078247
106,0.38398289680480957
111,0.34347185492515564
112,0.41361579298973083
114,0.4337708353996277
122,0.35667356848716736
123,0.38671040534973145
126,0.3587934672832489
128,0.43790334463119507
132,0.4094979166984558
134,0.5832172632217407
153,0.37850093841552734
162,0.3797457814216614
170,0.39727509021759033
187,0.5078490972518921
189,0.43651801347732544
192,0.41454824805259705
194,0.6507217884063721
198,0.4246385097503662
204,0.40468141436576843
211,0.44260939955711365
213,0.3637791574001312
215,0.4509093761444092
217,0.43678101897239685
222,0.3973471522331238
226,0.3943532407283783
236,0.37888023257255554
238,0.4155748784542084
241,0.6008871793746948
245,0.3862646818161011
248,0.4260292053222656
254,0.39230331778526306
267,0.420798122882843
268,0.3773766756057739
269,0.3492400646209717
280,0.37875282764434814
282,0.39475879073143005
287,0.4371194541454315
288,0.3289702534675598
293,0.36812108755111694
298,0.4341199994087219
299,0.3461533188819885
305,0.38253211975097656
313,0.34003180265426636
315,0.3767453134059906
317,0.34667694568634033
321,0.45539554953575134
324,0.3665275573730469
333,0.37165889143943787
335,0.3436991572380066
342,0.39678043127059937
344,0.37909412384033203
347,0.40840792655944824
351,0.4838111400604248
354,0.4280265271663666
362,0.38778719305992126
367,0.430522620677948
377,0.3518739640712738
378,0.3644629418849945
383,0.49065595865249634
384,0.4575989842414856
392,0.375650018453598
397,0.45930784940719604
398,0.41528600454330444
402,0.42088258266448975
404,0.4172458350658417
405,0.39409586787223816
408,0.4350717067718506
417,0.3565358519554138
429,0.3932735323905945
430,0.41630035638809204
431,0.45645102858543396
436,0.36452123522758484
440,0.3995455205440521
450,0.38455137610435486
454,0.34455665946006775
458,0.3455169200897217
459,0.5515249967575073
460,0.3923919200897217
469,0.3715530335903168
471,0.3553634583950043
474,0.3865760564804077
478,0.4210664629936218
480,0.32692277431488037
482,0.3920787274837494
490,0.36259639263153076
492,0.3778923749923706
501,0.38597211241722107
502,0.32873785495758057
509,0.4763900935649872
511,0.3905700147151947
515,0.38848385214805603
518,0.4177723824977875
521,0.41685256361961365
523,0.39738166332244873
524,0.3828311860561371
527,0.4775899052619934
528,0.4092444181442261
530,0.4041667580604553
539,0.36096808314323425
540,0.41509947180747986
542,0.4475570619106293
544,0.38870176672935486
545,0.38538622856140137
553,0.33665674924850464
555,0.42454880475997925
556,0.40498897433280945
560,0.3449866771697998
579,0.4037246108055115
583,0.4455658793449402
585,0.3989377021789551
586,0.3834536075592041
588,0.4037012457847595
591,0.43299049139022827
601,0.37519213557243347
605,0.37528181076049805
611,0.3793448805809021
631,0.34635019302368164
633,0.44545742869377136
635,0.3714054524898529
638,0.3863406181335449
639,0.40508127212524414
640,0.45160409808158875
642,0.3915737569332123
643,0.3960272967815399
644,0.394330233335495
650,0.4105425477027893
652,0.39372968673706055
658,0.43853849172592163
661,0.39062565565109253
663,0.4070154130458832
665,0.4502033591270447
668,0.4003230929374695
670,0.4255695343017578
672,0.36284321546554565
678,0.353067010641098
681,0.3903658092021942
683,0.44329971075057983
687,0.35734817385673523
689,0.373288631439209
693,0.38515159487724304
697,0.49567776918411255
701,0.42011475563049316
702,0.32566702365875244
703,0.39746707677841187
712,0.46008139848709106
713,0.3323094844818115
725,0.38892635703086853
727,0.3956848382949829
730,0.3880101144313812
731,0.3706701695919037
734,0.4384901523590088
740,0.3825833201408386
742,0.38306841254234314
752,0.47532355785369873
754,0.40329235792160034
760,0.39982008934020996
762,0.39720475673675537
768,0.4973742365837097
781,0.4643819034099579
789,0.48466140031814575
794,0.38719165325164795
795,0.4357905387878418
797,0.49617788195610046
805,0.4452303647994995
807,0.35940712690353394
812,0.456805944442749
813,0.5562194585800171
823,0.46315133571624756
824,0.4500901699066162
826,0.42311131954193115
829,0.4707180857658386
842,0.39314430952072144
845,0.39854609966278076
846,0.43378162384033203
850,0.45766183733940125
855,0.5427683591842651
858,0.38295313715934753
861,0.41635847091674805
864,0.3790358901023865
867,0.3990868330001831
872,0.49265795946121216
874,0.43282970786094666
881,0.37437427043914795
882,0.4295175075531006
884,0.4442436695098877
886,0.40711158514022827
889,0.5390241742134094
890,0.4122464060783386
894,0.39824140071868896
897,0.42656344175338745
900,0.3703814148902893
902,0.4613959789276123
906,0.42597436904907227
908,0.41966503858566284
909,0.4407747685909271
914,0.38976043462753296
919,0.5612421035766602
920,0.4443739354610443
922,0.45949673652648926
924,0.6541539430618286
932,0.40346598625183105
934,0.445706844329834
943,0.46996593475341797
944,0.4194100797176361
947,0.4435434341430664
949,0.4377210736274719
953,0.4861474931240082
955,0.4676520824432373
958,0.4321433901786804
962,0.47252750396728516
969,0.3772502839565277
971,0.3756229281425476
972,0.3735673427581787
976,0.5551775693893433
977,0.396228551864624
978,0.32080304622650146
985,0.3716905117034912
988,0.3723926246166229
992,0.4187003970146179
993,0.3825225532054901
1002,0.3888888359069824
1016,0.349856436252594
1020,0.40621575713157654
1026,0.3739338517189026
1027,0.3733636736869812
1028,0.40052399039268494
1041,0.42345118522644043
1052,0.3252362012863159
1054,0.3756248354911804
1059,0.40087971091270447
1061,0.4344765543937683
1065,0.5996770858764648
1067,0.4420126676559448
